Time (s),Altitude,Controller Output,Ascent Rate (m/s),Filtered Ascent Rate (m/s)
6177,23350706,0,6,55
6178,23351923,0,1217,77
6179,23352260,0,337,81
6180,23350634,0,-1626,47
6181,23350994,0,360,53
6182,23350823,0,-171,48
6183,23349987,0,-836,31
6184,23348459,0,-1528,0
6185,23351265,0,2806,56
6186,23349280,0,-1985,15
6187,23349479,0,199,17
6188,23349473,0,-6,16
6189,23349958,0,485,24
6190,23349312,0,-646,11
6191,23346044,0,-3268,-55
6192,23345115,0,-929,-71
6193,23343806,0,-1309,-95
6194,23344137,0,331,-87
6195,23343160,0,-977,-104
6196,23340274,0,-2886,-158
6197,23341026,0,752,-139
6198,23342160,0,1134,-114
6199,23341124,0,-1036,-131
6200,23342959,0,1835,-92
6201,23346587,0,3628,-18
6202,23347125,0,538,-7
6203,23347657,0,532,4
6204,23350344,0,2687,56
6205,23348960,0,-1384,27
6206,23346070,0,-2890,-31
6207,23350116,0,4046,50
6208,23349634,0,-482,40
6209,23351129,0,1495,68
6210,23351674,0,545,76
6211,23351301,0,-373,67
6212,23353639,0,2338,111
6213,23353890,0,251,113
6214,23355911,0,2021,150
6215,23355745,0,-166,144
6216,23356372,0,627,153
6217,23354344,0,-2028,109
6218,23355361,0,1017,126
6219,23359529,0,4168,206
6220,23360764,0,1235,225
6221,23363394,0,2630,272
6222,23364491,0,1097,287
6223,23364438,0,-53,280
6224,23364720,0,282,279
6225,23365217,0,497,282
6226,23365374,0,157,279
6227,23368376,0,3002,333
6228,23365724,0,-2652,273
6229,23365933,0,209,271
6230,23368560,0,2627,317
6231,23367924,0,-636,298
6232,23368775,0,851,309
6233,23368137,0,-638,290
6234,23366327,0,-1810,248
6235,23365140,0,-1187,220
6236,23365476,0,336,221
6237,23363263,0,-2213,172
6238,23362321,0,-942,150
6239,23363652,0,1331,173
6240,23364259,0,607,181
6241,23364840,0,581,188
6242,23365213,0,373,191
6243,23368431,0,3218,251
6244,23366649,0,-1782,210
6245,23365158,0,-1491,176
6246,23364803,0,-355,165
6247,23366679,0,1876,198
6248,23366815,0,136,196
6249,23363716,0,-3099,131
6250,23364737,0,1021,148
6251,23364635,0,-102,143
6252,23364771,0,136,142
6253,23364813,0,42,139
6254,23365745,0,932,154
6255,23369207,0,3462,219
6256,23369486,0,279,219
6257,23369974,0,488,223
6258,23370872,0,898,235
6259,23368602,0,-2270,185
6260,23369321,0,719,195
6261,23371310,0,1989,230
6262,23373111,0,1801,261
6263,23371714,0,-1397,228
6264,23370187,0,-1527,193
6265,23370173,0,-14,189
6266,23369409,0,-764,170
6267,23371106,0,1697,199
6268,23372229,0,1123,217
6269,23369620,0,-2609,160
6270,23368966,0,-654,143
6271,23369205,0,239,144
6272,23369669,0,464,150
6273,23370444,0,775,162
6274,23370136,0,-308,152
6275,23371194,0,1058,169
6276,23374325,0,3131,227
6277,23374378,0,53,223
6278,23375046,0,668,231
6279,23376060,0,1014,246
6280,23376855,0,795,256
6281,23373813,0,-3042,190
6282,23373869,0,56,187
6283,23374146,0,277,188
6284,23374607,0,461,193
6285,23373489,0,-1118,167
6286,23370271,0,-3218,99
6287,23369358,0,-913,79
6288,23370669,0,1311,103
6289,23367776,0,-2893,43
6290,23369220,0,1444,70
6291,23370030,0,810,84
6292,23369266,0,-764,67
6293,23371426,0,2160,108
6294,23372074,0,648,117
6295,23373355,0,1281,139
6296,23373879,0,524,146
6297,23375055,0,1176,166
6298,23373554,0,-1501,132
6299,23372486,0,-1068,108
6300,23371956,0,-530,95
6301,23370959,0,-997,74
6302,23370800,0,-159,69
6303,23371516,0,716,81
6304,23369603,0,-1913,41
6305,23369599,0,-4,40
6306,23370263,0,664,52
6307,23370351,0,88,51
6308,23370064,0,-287,44
6309,23368799,0,-1265,18
6310,23370670,0,1871,54
6311,23371805,0,1135,74
6312,23371740,0,-65,71
6313,23372012,0,272,74
6314,23373681,0,1669,105
6315,23376522,0,2841,158
6316,23375212,0,-1310,128
6317,23375052,0,-160,122
6318,23374636,0,-416,111
6319,23372137,0,-2499,59
6320,23371498,0,-639,45
6321,23371844,0,346,50
6322,23370344,0,-1500,19
6323,23371447,0,1103,40
6324,23372665,0,1218,63
6325,23374326,0,1661,94
6326,23372131,0,-2195,49
6327,23372575,0,444,56
6328,23374784,0,2209,98
6329,23375067,0,283,101
6330,23377243,0,2176,141
6331,23379170,0,1927,176
6332,23379184,0,14,172
6333,23376611,0,-2573,117
6334,23374152,0,-2459,65
6335,23376091,0,1939,101
6336,23374479,0,-1612,66
6337,23374808,0,329,70
6338,23374046,0,-762,53
6339,23374248,0,202,55
6340,23374583,0,335,59
6341,23374140,0,-443,49
6342,23374395,0,255,53
6343,23373801,0,-594,40
6344,23373808,0,7,39
6345,23377062,0,3254,103
6346,23377536,0,474,109
6347,23377563,0,27,106
6348,23379071,0,1508,133
6349,23378920,0,-151,127
6350,23379235,0,315,130
6351,23378989,0,-246,123
6352,23378868,0,-121,118
6353,23378867,0,-1,115
6354,23378573,0,-294,107
6355,23378908,0,335,110
6356,23380189,0,1281,132
6357,23379943,0,-246,125
6358,23379694,0,-249,118
6359,23380077,0,383,122
6360,23380435,0,358,126
6361,23380717,0,282,128
6362,23384748,0,4031,205
6363,23384802,0,54,201
6364,23382810,0,-1992,157
6365,23382399,0,-411,145
6366,23380349,0,-2050,101
6367,23380997,0,648,110
6368,23382528,0,1531,137
6369,23382309,0,-219,130
6370,23383742,0,1433,155
6371,23382962,0,-780,136
6372,23381029,0,-1933,95
6373,23378005,0,-3024,33
6374,23378616,0,611,44
6375,23382539,0,3923,121
6376,23383793,0,1254,143
6377,23382523,0,-1270,115
6378,23383433,0,910,130
6379,23385887,0,2454,176
6380,23384383,0,-1504,142
6381,23386345,0,1962,178
6382,23383901,0,-2444,126
6383,23382111,0,-1790,88
6384,23382431,0,320,92
6385,23381364,0,-1067,69
6386,23382048,0,684,80
6387,23381992,0,-56,77
6388,23384329,0,2337,121
6389,23384064,0,-265,113
6390,23386338,0,2274,155
6391,23386590,0,252,156
6392,23389564,0,2974,211
6393,23389771,0,207,210
6394,23391407,0,1636,237
6395,23390318,0,-1089,211
6396,23390239,0,-79,205
6397,23388761,0,-1478,171
6398,23389249,0,488,176
6399,23386810,0,-2439,124
6400,23386450,0,-360,114
6401,23386156,0,-294,106
6402,23389099,0,2943,161
6403,23388810,0,-289,152
6404,23390309,0,1499,177
6405,23388629,0,-1680,140
6406,23388756,0,127,139
6407,23385690,0,-3066,75
6408,23386082,0,392,80
6409,23387113,0,1031,98
6410,23388518,0,1405,124
6411,23389644,0,1126,143
6412,23390701,0,1057,161
6413,23391569,0,868,174
6414,23391589,0,20,170
6415,23389929,0,-1660,133
6416,23386890,0,-3039,70
6417,23385308,0,-1582,37
6418,23383866,0,-1442,8
6419,23384101,0,235,11
6420,23384243,0,142,12
6421,23383667,0,-576,0
6422,23384143,0,476,9
6423,23383240,0,-903,-10
6424,23383351,0,111,-7
6425,23382976,0,-375,-13
6426,23383079,0,103,-10
6427,23385705,0,2626,43
6428,23387229,0,1524,72
6429,23387626,0,397,77
6430,23388793,0,1167,98
6431,23388748,0,-45,96
6432,23391539,0,2791,149
6433,23390658,0,-881,129
6434,23394287,0,3629,198
6435,23396009,0,1722,228
6436,23393245,0,-2764,168
6437,23394555,0,1310,190
6438,23397954,0,3399,253
6439,23399882,0,1928,285
6440,23400730,0,848,295
6441,23400646,0,-84,288
6442,23401607,0,961,301
6443,23400048,0,-1559,263
6444,23400499,0,451,266
6445,23403631,0,3132,322
6446,23405678,0,2047,355
6447,23407857,0,2179,390
6448,23408962,0,1105,404
6449,23409460,0,498,404
6450,23410375,0,915,413
6451,23410491,0,116,406
6452,23410177,0,-314,391
6453,23410422,0,245,387
6454,23410567,0,145,381
6455,23411153,0,586,384
6456,23408285,0,-2868,319
6457,23410765,0,2480,361
6458,23409773,0,-992,334
6459,23413303,0,3530,397
6460,23413843,0,540,399
6461,23412079,0,-1764,356
6462,23411561,0,-518,338
6463,23415184,0,3623,403
6464,23413289,0,-1895,357
6465,23414748,0,1459,378
6466,23417660,0,2912,428
6467,23420215,0,2555,470
6468,23419636,0,-579,449
6469,23422421,0,2785,495
6470,23424158,0,1737,519
6471,23424731,0,573,519
6472,23427887,0,3156,571
6473,23426033,0,-1854,522
6474,23427235,0,1202,535
6475,23426295,0,-940,506
6476,23425968,0,-327,489
6477,23429457,0,3489,548
6478,23430633,0,1176,560
6479,23431359,0,726,562
6480,23434900,0,3541,620
6481,23433746,0,-1154,584
6482,23432425,0,-1321,546
6483,23432395,0,-30,535
6484,23436431,0,4036,604
6485,23436075,0,-356,584
6486,23433694,0,-2381,525
6487,23433273,0,-421,506
6488,23430640,0,-2633,443
6489,23432339,0,1699,467
6490,23432188,0,-151,454
6491,23433351,0,1163,467
6492,23432694,0,-657,444
6493,23428918,0,-3776,360
6494,23426512,0,-2406,304
6495,23425950,0,-562,286
6496,23427425,0,1475,309
6497,23425389,0,-2036,262
6498,23422141,0,-3248,192
6499,23422504,0,363,195
6500,23423451,0,947,209
6501,23425710,0,2259,249
6502,23424545,0,-1165,221
6503,23423739,0,-806,200
6504,23421949,0,-1790,161
6505,23422299,0,350,164
6506,23422694,0,395,167
6507,23421209,0,-1485,134
6508,23420483,0,-726,117
6509,23421542,0,1059,135
6510,23425594,0,4052,213
6511,23425845,0,251,213
6512,23426386,0,541,218
6513,23428097,0,1711,247
6514,23430168,0,2071,283
6515,23431951,0,1783,312
6516,23432260,0,309,311
6517,23429302,0,-2958,245
6518,23429784,0,482,249
6519,23431765,0,1981,283
6520,23434868,0,3103,339
6521,23434694,0,-174,329
6522,23434885,0,191,325
6523,23435352,0,467,327
6524,23435937,0,585,331
6525,23435302,0,-635,312
6526,23435119,0,-183,302
6527,23435441,0,322,301
6528,23436315,0,874,311
6529,23434450,0,-1865,267
6530,23434457,0,7,261
6531,23432126,0,-2331,209
6532,23432286,0,160,207
6533,23432475,0,189,205
6534,23430470,0,-2005,160
6535,23434007,0,3537,226
6536,23434572,0,565,232
6537,23431749,0,-2823,171
6538,23433759,0,2010,207
6539,23433961,0,202,206
6540,23436915,0,2954,260
6541,23438829,0,1914,292
6542,23439158,0,329,292
6543,23439196,0,38,286
6544,23437563,0,-1633,248
6545,23437079,0,-484,234
6546,23436252,0,-827,213
6547,23435616,0,-636,196
6548,23435100,0,-516,182
6549,23434860,0,-240,174
6550,23431743,0,-3117,108
6551,23431972,0,229,109
6552,23434636,0,2664,159
6553,23438391,0,3755,230
6554,23438524,0,133,227
6555,23437423,0,-1101,200
6556,23439197,0,1774,231
6557,23435953,0,-3244,162
6558,23436796,0,843,174
6559,23435923,0,-873,153
6560,23434920,0,-1003,129
6561,23433787,0,-1133,104
6562,23433495,0,-292,96
6563,23432037,0,-1458,65
6564,23432257,0,220,67
6565,23431045,0,-1212,41
6566,23431992,0,947,58
6567,23432872,0,880,73
6568,23430584,0,-2288,26
6569,23430242,0,-342,19
6570,23430608,0,366,25
6571,23431839,0,1231,48
6572,23433227,0,1388,74
6573,23431528,0,-1699,39
6574,23430791,0,-737,24
6575,23430664,0,-127,21
6576,23429247,0,-1417,-8
6577,23431681,0,2434,41
6578,23429134,0,-2547,-10
6579,23432316,0,3182,54
6580,23432833,0,517,62
6581,23435022,0,2189,103
6582,23433536,0,-1486,71
6583,23432332,0,-1204,45
6584,23432276,0,-56,43
6585,23435220,0,2944,100
6586,23437005,0,1785,133
6587,23435790,0,-1215,106
6588,23432811,0,-2979,44
6589,23434020,0,1209,67
6590,23430628,0,-3392,-2
6591,23429679,0,-949,-19
6592,23432719,0,3040,42
6593,23431357,0,-1362,14
6594,23432563,0,1206,37
6595,23432626,0,63,37
6596,23431106,0,-1520,6
6597,23432158,0,1052,26
6598,23432114,0,-44,25
6599,23428958,0,-3156,-39
6600,23426906,0,-2052,-79
6601,23426181,0,-725,-91
6602,23428285,0,2104,-47
6603,23430879,0,2594,5
6604,23430687,0,-192,1
6605,23427588,0,-3099,-61
6606,23427472,0,-116,-61
6607,23429534,0,2062,-18
6608,23429842,0,308,-11
6609,23430077,0,235,-6
6610,23431817,0,1740,29
6611,23431792,0,-25,28
6612,23430374,0,-1418,-1
6613,23428425,0,-1949,-38
6614,23428572,0,147,-35
6615,23427159,0,-1413,-62
6616,23426743,0,-416,-68
6617,23426526,0,-217,-70
6618,23427109,0,583,-57
6619,23430180,0,3071,6
6620,23430326,0,146,7
6621,23431108,0,782,21
6622,23430827,0,-281,15
6623,23430199,0,-628,2
6624,23430258,0,59,2
6625,23430646,0,388,8
6626,23428312,0,-2334,-39
6627,23428084,0,-228,-42
6628,23424542,0,-3542,-111
6629,23426640,0,2098,-67
6630,23423310,0,-3330,-131
6631,23425190,0,1880,-91
6632,23422281,0,-2909,-147
6633,23422103,0,-178,-147
6634,23423222,0,1119,-122
6635,23421898,0,-1324,-145
6636,23422119,0,221,-138
6637,23421564,0,-555,-146
6638,23422048,0,484,-134
6639,23421157,0,-891,-148
6640,23420516,0,-641,-157
6641,23420795,0,279,-148
6642,23419549,0,-1246,-169
6643,23419971,0,422,-157
6644,23419953,0,-18,-153
6645,23419238,0,-715,-163
6646,23416586,0,-2652,-212
6647,23416411,0,-175,-210
6648,23416956,0,545,-195
6649,23417797,0,841,-175
6650,23420924,0,3127,-109
6651,23421306,0,382,-99
6652,23421288,0,-18,-97
6653,23424264,0,2976,-36
6654,23424178,0,-86,-36
6655,23422938,0,-1240,-59
6656,23424672,0,1734,-23
6657,23422896,0,-1776,-57
6658,23422914,0,18,-55
6659,23423520,0,606,-41
6660,23423993,0,473,-31
6661,23426365,0,2372,17
6662,23423514,0,-2851,-41
6663,23423670,0,156,-37
6664,23424408,0,738,-22
6665,23424649,0,241,-17
6666,23424911,0,262,-11
6667,23425165,0,254,-5
6668,23424991,0,-174,-7
6669,23423112,0,-1879,-43
6670,23422022,0,-1090,-63
6671,23420856,0,-1166,-84
6672,23420706,0,-150,-85
6673,23418510,0,-2196,-126
6674,23417845,0,-665,-136
6675,23420176,0,2331,-87
6676,23419483,0,-693,-98
6677,23416550,0,-2933,-154
6678,23419413,0,2863,-93
6679,23420035,0,622,-79
6680,23419469,0,-566,-88
6681,23419786,0,317,-80
6682,23421351,0,1565,-47
6683,23422079,0,728,-32
6684,23419130,0,-2949,-89
6685,23418892,0,-238,-91
6686,23421438,0,2546,-39
6687,23417930,0,-3508,-108
6688,23420119,0,2189,-62
6689,23416814,0,-3305,-126
6690,23415053,0,-1761,-158
6691,23414095,0,-958,-173
6692,23415425,0,1330,-143
6693,23416722,0,1297,-115
6694,23415589,0,-1133,-134
6695,23415183,0,-406,-139
6696,23416034,0,851,-119
6697,23415425,0,-609,-128
6698,23416374,0,949,-107
6699,23416661,0,287,-99
6700,23416331,0,-330,-103
6701,23416249,0,-82,-101
6702,23415633,0,-616,-110
6703,23415088,0,-545,-117
6704,23414699,0,-389,-121
6705,23413484,0,-1215,-142
6706,23413205,0,-279,-144
6707,23414674,0,1469,-112
6708,23415710,0,1036,-89
6709,23415321,0,-389,-94
6710,23416068,0,747,-78
6711,23416069,0,1,-76
6712,23415227,0,-842,-90
6713,23417589,0,2362,-41
6714,23417567,0,-22,-40
6715,23417762,0,195,-36
6716,23416745,0,-1017,-55
6717,23417106,0,361,-46
6718,23416601,0,-505,-55
6719,23414841,0,-1760,-88
6720,23415697,0,856,-69
6721,23416074,0,377,-60
6722,23416517,0,443,-50
6723,23415340,0,-1177,-72
6724,23414491,0,-849,-86
6725,23415181,0,690,-71
6726,23414209,0,-972,-88
6727,23415356,0,1147,-64
6728,23414376,0,-980,-81
6729,23416582,0,2206,-35
6730,23417674,0,1092,-13
6731,23416427,0,-1247,-36
6732,23416358,0,-69,-36
6733,23417308,0,950,-16
6734,23417386,0,78,-14
6735,23417111,0,-275,-18
6736,23419859,0,2748,37
6737,23418339,0,-1520,6
6738,23418171,0,-168,2
6739,23421292,0,3121,63
6740,23422345,0,1053,82
6741,23422186,0,-159,77
6742,23420129,0,-2057,34
6743,23417437,0,-2692,-20
6744,23416499,0,-938,-37
6745,23417521,0,1022,-16
6746,23417716,0,195,-12
6747,23420172,0,2456,38
6748,23423761,0,3589,108
6749,23425323,0,1562,136
6750,23426358,0,1035,153
6751,23428256,0,1898,186
6752,23424859,0,-3397,115
6753,23424537,0,-322,106
6754,23423456,0,-1081,82
6755,23424258,0,802,96
6756,23423975,0,-283,89
6757,23424574,0,599,98
6758,23425098,0,524,106
6759,23425655,0,557,114
6760,23426318,0,663,124
6761,23427148,0,830,137
6762,23425880,0,-1268,109
6763,23428331,0,2451,155
6764,23428005,0,-326,145
6765,23428746,0,741,156
6766,23430605,0,1859,189
6767,23430312,0,-293,180
6768,23432191,0,1879,213
6769,23431751,0,-440,200
6770,23435685,0,3934,274
6771,23435053,0,-632,256
6772,23435354,0,301,256
6773,23436157,0,803,266
6774,23435840,0,-317,254
6775,23433486,0,-2354,201
6776,23430169,0,-3317,130
6777,23431586,0,1417,155
6778,23432301,0,715,165
6779,23429293,0,-3008,101
6780,23429519,0,226,102
6781,23429669,0,150,102
6782,23430089,0,420,107
6783,23429326,0,-763,89
6784,23427155,0,-2171,44
6785,23426308,0,-847,27
6786,23422929,0,-3379,-41
6787,23422483,0,-446,-48
6788,23424416,0,1933,-9
6789,23426123,0,1707,26
6790,23422796,0,-3327,-41
6791,23422635,0,-161,-43
6792,23421900,0,-735,-56
6793,23421919,0,19,-54
6794,23421738,0,-181,-55
6795,23423079,0,1341,-27
6796,23422443,0,-636,-38
6797,23419833,0,-2610,-89
6798,23418981,0,-852,-104
6799,23418306,0,-675,-114
6800,23417579,0,-727,-125
6801,23415743,0,-1836,-158
6802,23414853,0,-890,-171
6803,23415734,0,881,-150
6804,23415962,0,228,-143
6805,23415827,0,-135,-142
6806,23414451,0,-1376,-166
6807,23418040,0,3589,-91
6808,23418420,0,380,-82
6809,23417221,0,-1199,-103
6810,23415995,0,-1226,-124
6811,23414592,0,-1403,-149
6812,23418402,0,3810,-70
6813,23420004,0,1602,-36
6814,23419694,0,-310,-41
6815,23420575,0,881,-23
6816,23417252,0,-3323,-88
6817,23419545,0,2293,-41
6818,23418916,0,-629,-52
6819,23418411,0,-505,-60
6820,23419000,0,589,-47
6821,23415353,0,-3647,-118
6822,23418923,0,3570,-44
6823,23419985,0,1062,-22
6824,23423053,0,3068,40
6825,23423929,0,876,56
6826,23424492,0,563,65
6827,23426260,0,1768,98
6828,23429622,0,3362,163
6829,23428970,0,-652,146
6830,23427900,0,-1070,122
6831,23427502,0,-398,112
6832,23426519,0,-983,90
6833,23426097,0,-422,80
6834,23424830,0,-1267,53
6835,23422762,0,-2068,10
6836,23419649,0,-3113,-53
6837,23423246,0,3597,20
6838,23426498,0,3252,84
6839,23426050,0,-448,74
6840,23426166,0,116,74
6841,23429140,0,2974,131
6842,23430180,0,1040,148
6843,23430494,0,314,151
6844,23427738,0,-2756,92
6845,23427784,0,46,90
6846,23429032,0,1248,112
6847,23428858,0,-174,106
6848,23428707,0,-151,100
6849,23426244,0,-2463,49
6850,23429352,0,3108,110
6851,23428114,0,-1238,83
6852,23427796,0,-318,75
6853,23427129,0,-667,60
6854,23427303,0,174,61
6855,23427016,0,-287,54
6856,23429359,0,2343,98
6857,23428819,0,-540,86
6858,23429096,0,277,89
6859,23429784,0,688,100
6860,23430179,0,395,105
6861,23433910,0,3731,176
6862,23435067,0,1157,195
6863,23432502,0,-2565,140
6864,23429825,0,-2677,84
6865,23430326,0,501,92
6866,23428804,0,-1522,60
6867,23429251,0,447,66
6868,23429072,0,-179,61
6869,23430489,0,1417,87
6870,23432045,0,1556,116
6871,23433959,0,1914,151
6872,23433041,0,-918,129
6873,23434081,0,1040,146
6874,23437482,0,3401,211
6875,23439158,0,1676,239
6876,23439268,0,110,236
6877,23438933,0,-335,225
6878,23437362,0,-1571,189
6879,23437680,0,318,191
6880,23437965,0,285,192
6881,23438464,0,499,197
6882,23442123,0,3659,266
6883,23438927,0,-3196,197
6884,23436041,0,-2886,136
6885,23433920,0,-2121,91
6886,23432941,0,-979,70
6887,23433994,0,1053,89
6888,23433055,0,-939,69
6889,23433788,0,733,81
6890,23432006,0,-1782,44
6891,23433868,0,1862,80
6892,23434441,0,573,89
6893,23434570,0,129,89
6894,23433739,0,-831,71
6895,23434148,0,409,77
6896,23438075,0,3927,153
6897,23438215,0,140,151
6898,23437767,0,-448,139
6899,23437604,0,-163,133
6900,23436826,0,-778,115
6901,23440199,0,3373,179
6902,23441989,0,1790,210
6903,23438132,0,-3857,128
6904,23436128,0,-2004,85
6905,23437303,0,1175,106
6906,23437504,0,201,107
6907,23435526,0,-1978,65
6908,23433183,0,-2343,17
6909,23431845,0,-1338,-10
6910,23431846,0,1,-9
6911,23432163,0,317,-2
6912,23432375,0,212,3
6913,23432391,0,16,2
6914,23431790,0,-601,-11
6915,23430740,0,-1050,-31
6916,23428230,0,-2510,-80
6917,23427175,0,-1055,-99
6918,23426900,0,-275,-102
6919,23428560,0,1660,-66
6920,23426878,0,-1682,-97
6921,23428573,0,1695,-62
6922,23427781,0,-792,-75
6923,23430007,0,2226,-29
6924,23427921,0,-2086,-69
6925,23429742,0,1821,-31
6926,23432830,0,3088,31
6927,23433879,0,1049,50
6928,23434079,0,200,53
6929,23433884,0,-195,48
6930,23432120,0,-1764,12
6931,23435055,0,2935,69
6932,23437573,0,2518,117
6933,23434315,0,-3258,49
6934,23433528,0,-787,33
6935,23433696,0,168,35
6936,23433342,0,-354,27
6937,23433516,0,174,29
6938,23433688,0,172,31
6939,23432791,0,-897,13
6940,23433987,0,1196,35
6941,23435323,0,1336,60
6942,23434972,0,-351,51
6943,23434830,0,-142,47
6944,23434111,0,-719,32
6945,23434653,0,542,41
6946,23434505,0,-148,38
6947,23434700,0,195,40
6948,23434979,0,279,44
6949,23435795,0,816,59
6950,23437733,0,1938,95
6951,23440000,0,2267,138
6952,23439453,0,-547,125
6953,23438400,0,-1053,101
6954,23439701,0,1301,124
6955,23438843,0,-858,104
6956,23436359,0,-2484,52
6957,23435506,0,-853,33
6958,23436644,0,1138,54
6959,23436056,0,-588,41
6960,23434784,0,-1272,15
6961,23437628,0,2844,70
6962,23437336,0,-292,63
6963,23435355,0,-1981,22
6964,23436112,0,757,36
6965,23436543,0,431,43
6966,23432777,0,-3766,-33
6967,23432900,0,123,-30
6968,23431500,0,-1400,-57
6969,23435192,0,3692,18
6970,23434772,0,-420,9
6971,23436662,0,1890,45
6972,23437324,0,662,57
6973,23437847,0,523,65
6974,23439405,0,1558,94
6975,23439733,0,328,98
6976,23438667,0,-1066,75
6977,23437893,0,-774,58
6978,23436901,0,-992,37
6979,23436602,0,-299,31
6980,23436964,0,362,37
6981,23435505,0,-1459,7
6982,23435233,0,-272,1
6983,23435002,0,-231,-4
6984,23435427,0,425,5
6985,23432068,0,-3359,-63
6986,23434927,0,2859,-4
6987,23433689,0,-1238,-27
6988,23436684,0,2995,33
6989,23433242,0,-3442,-36
6990,23431947,0,-1295,-60
6991,23430486,0,-1461,-87
6992,23430381,0,-105,-87
6993,23433357,0,2976,-26
6994,23436994,0,3637,47
6995,23436836,0,-158,43
6996,23435821,0,-1015,22
6997,23437124,0,1303,47
6998,23438008,0,884,63
6999,23436031,0,-1977,22
7000,23435773,0,-258,16
7001,23432328,0,-3445,-53
7002,23434932,0,2604,1
7003,23436510,0,1578,31
7004,23437819,0,1309,56
7005,23440631,0,2812,110
7006,23443809,0,3178,170
7007,23445358,0,1549,196
7008,23443386,0,-1972,153
7009,23440416,0,-2970,90
7010,23442863,0,2447,136
7011,23443656,0,793,148
7012,23444508,0,852,162
7013,23443771,0,-737,144
7014,23440329,0,-3442,73
7015,23440134,0,-195,68
