Time (s),SEF,HTR,BW0,BW1,MET,MAP,MAR,GAR,GAT,GEO,EXT,Pres (hPa),dP (hPa/line),Temp (C),Batt (V),Cap (V),GPS Flag (HEX),GPS SV,Lon,Lat,Alt (m),Date,Time,gSpeed (m/s),aRate (m/s),aFilt (m/s),heading (deg)
991,,,,,,,,,,,,992.09,0,35.4,0,3.3,1,16,-76.86135,39.6029,218.6,20230528,13:47:52,0.03,-0.03,-0.04,298
992,,,,,,,,,,,,992.1,0,35.4,0,3.3,1,16,-76.86135,39.6029,218.59,20230528,13:47:53,0.01,0.01,-0.04,298
993,,,,,,,,,,,,991.92,-0.01,35.4,0,3.3,1,16,-76.86135,39.6029,218.5,20230528,13:47:54,0.03,0.04,-0.04,298
994,,,,,,,,,,,,991.99,0,35.4,0,3.3,1,16,-76.86135,39.6029,218.48,20230528,13:47:55,0.01,0.05,-0.04,298
995,,,,,,,,,,,,992.22,0,35.4,0,3.3,1,16,-76.86134,39.6029,218.43,20230528,13:47:56,0.03,-0.05,-0.04,298
996,,,,,,,,,,,,992.07,0,35.4,0,3.3,1,16,-76.86134,39.6029,218.37,20230528,13:47:57,0.01,0,-0.04,298
997,,,,,,,,,,,,992.01,0,35.4,0,3.3,1,16,-76.86134,39.6029,218.26,20230528,13:47:58,0.03,-0.03,-0.04,298
998,,,,,,,,,,,,992.1,0,35.4,0,3.3,1,16,-76.86134,39.6029,218.13,20230528,13:47:59,0.05,0.03,-0.04,298
999,,,,,,,,,,,,992.01,0,35.5,0,3.3,1,16,-76.86134,39.6029,218.04,20230528,13:48:00,0.01,-0.01,-0.03,298
1000,,,,,,,,,,,,992.04,0,35.4,0,3.3,1,16,-76.86134,39.6029,217.94,20230528,13:48:01,0.01,-0.05,-0.04,298
1001,,,,,,,,,,,,992.15,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.8,20230528,13:48:02,0.04,-0.07,-0.04,298
1002,,,,,,,,,,,,992.38,0.01,35.4,0,3.31,1,16,-76.86134,39.6029,217.72,20230528,13:48:03,0.01,-0.01,-0.04,298
1003,,,,,,,,,,,,992.14,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.65,20230528,13:48:04,0.03,-0.02,-0.03,298
1004,,,,,,,,,,,,992.2,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.61,20230528,13:48:05,0.02,0.07,-0.03,298
1005,,,,,,,,,,,,992.14,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.64,20230528,13:48:06,0.04,0,-0.03,298
1006,,,,,,,,,,,,992.03,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.61,20230528,13:48:07,0.04,0.01,-0.03,298
1007,,,,,,,,,,,,992.2,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.59,20230528,13:48:08,0.03,0.01,-0.03,298
1008,,,,,,,,,,,,992.13,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.58,20230528,13:48:09,0.04,0.05,-0.03,298
1009,,,,,,,,,,,,992.07,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.58,20230528,13:48:10,0.05,0.05,-0.02,298
1010,,,,,,,,,,,,992.05,0,35.4,0,3.31,1,16,-76.86134,39.6029,217.63,20230528,13:48:11,0.01,0.01,-0.02,298
1011,,,,,,,,,,,,991.82,-0.01,35.4,0,3.3,1,16,-76.86134,39.6029,217.67,20230528,13:48:12,0.01,0.05,-0.02,298
1012,,,,,,,,,,,,992.17,0,35.4,0,3.3,1,16,-76.86134,39.6029,217.72,20230528,13:48:13,0.03,0.04,-0.02,298
1013,,,,,,,,,,,,992.07,0,35.4,0,3.3,1,16,-76.86134,39.6029,217.74,20230528,13:48:14,0.03,0.01,-0.02,298
1014,,,,,,,,,,,,992.27,0.01,35.5,0,3.3,1,16,-76.86134,39.6029,217.8,20230528,13:48:15,0.02,0.14,-0.01,298
1015,,,,,,,,,,,,992.18,0,35.4,0,3.3,1,16,-76.86134,39.6029,217.93,20230528,13:48:16,0.04,0.01,-0.01,298
1016,,,,,,,,,,,,992.01,0,35.4,0,3.3,1,16,-76.86134,39.6029,218.03,20230528,13:48:17,0.03,0.02,-0.01,298
1017,,,,,,,,,,,,992.06,0,35.4,0,3.3,1,16,-76.86134,39.6029,218.05,20230528,13:48:18,0.04,-0.03,-0.01,298
1018,,,,,,,,,,,,992.13,0,35.5,0,3.3,1,16,-76.86134,39.6029,218.08,20230528,13:48:19,0.03,0.04,-0.01,298
1019,,,,,,,,,,,,992.3,0.01,35.4,0,3.3,1,16,-76.86134,39.6029,218.14,20230528,13:48:20,0.02,-0.04,-0.01,298
1020,,,,,,,,,,,,991.94,-0.01,35.4,0,3.3,1,16,-76.86134,39.6029,218.17,20230528,13:48:21,0.02,-0.04,-0.01,298
1021,,,,,,,,,,,,992.09,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.18,20230528,13:48:22,0.01,0,-0.01,298
1022,,,,,,,,,,,,992.07,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.21,20230528,13:48:23,0.04,0.02,-0.01,298
1023,,,,,,,,,,,,992,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.32,20230528,13:48:24,0.03,0.08,-0.01,298
1024,,,,,,,,,,,,992.27,0.01,35.4,0,3.31,1,16,-76.86134,39.6029,218.32,20230528,13:48:25,0.04,0.1,-0.01,298
1025,,,,,,,,,,,,992.04,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.43,20230528,13:48:26,0.01,0.03,-0.01,298
1026,,,,,,,,,,,,992.43,0.01,35.5,0,3.31,1,16,-76.86134,39.6029,218.47,20230528,13:48:27,0.01,-0.02,-0.01,298
1027,,,,,,,,,,,,991.93,-0.01,35.4,0,3.31,1,16,-76.86134,39.6029,218.5,20230528,13:48:28,0.02,0.05,0,298
1028,,,,,,,,,,,,992.08,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.47,20230528,13:48:29,0.03,-0.05,-0.01,298
1029,,,,,,,,,,,,992.01,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.41,20230528,13:48:30,0.06,-0.05,-0.01,298
1030,,,,,,,,,,,,992.26,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.38,20230528,13:48:31,0.02,-0.05,-0.01,298
1031,,,,,,,,,,,,992.17,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.37,20230528,13:48:32,0.08,-0.05,-0.01,298
1032,,,,,,,,,,,,992.03,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.35,20230528,13:48:33,0.02,-0.03,-0.01,298
1033,,,,,,,,,,,,991.82,-0.01,35.5,0,3.31,1,16,-76.86134,39.6029,218.35,20230528,13:48:34,0.02,0.01,-0.01,298
1034,,,,,,,,,,,,992.02,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.29,20230528,13:48:35,0.02,0.07,-0.01,298
1035,,,,,,,,,,,,992.14,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.35,20230528,13:48:36,0.03,-0.03,-0.01,298
1036,,,,,,,,,,,,992.03,0,35.5,0,3.31,1,16,-76.86134,39.6029,218.25,20230528,13:48:37,0.06,-0.1,-0.01,298
1037,,,,,,,,,,,,992.16,0,35.4,0,3.31,1,16,-76.86134,39.6029,218.17,20230528,13:48:38,0.03,-0.07,-0.01,298
1038,,,,,,,,,,,,991.94,0,35.4,0,3.31,1,16,-76.86135,39.6029,218.15,20230528,13:48:39,0.05,-0.02,-0.01,298
1039,,,,,,,,,,,,992.02,0,35.5,0,3.31,1,16,-76.86135,39.6029,218.19,20230528,13:48:40,0.02,0.05,-0.01,298
1040,,,,,,,,,,,,991.87,-0.01,35.4,0,3.31,1,16,-76.86135,39.6029,218.19,20230528,13:48:41,0.03,0.03,-0.01,298
1041,,,,,,,,,,,,991.99,0,35.4,0,3.29,1,16,-76.86135,39.6029,218.19,20230528,13:48:42,0.01,-0.08,-0.01,298
1042,,,,,,,,,,,,992.14,0,35.4,0,3.29,1,16,-76.86135,39.6029,218.09,20230528,13:48:43,0.03,-0.02,-0.01,298
1043,,,,,,,,,,,,992.18,0,35.5,0,3.29,1,16,-76.86135,39.6029,218.05,20230528,13:48:44,0.01,0.04,-0.01,298
1044,,,,,,,,,,,,992.09,0,35.5,0,3.29,1,16,-76.86135,39.6029,217.97,20230528,13:48:45,0.01,0.02,-0.01,298
1045,,,,,,,,,,,,992.11,0,35.5,0,3.29,1,16,-76.86135,39.6029,217.98,20230528,13:48:46,0.03,0.01,-0.01,298
1046,,,,,,,,,,,,992.08,0,35.5,0,3.29,1,16,-76.86135,39.6029,217.9,20230528,13:48:47,0.01,-0.01,-0.01,298
1047,,,,,,,,,,,,992.21,0,35.5,0,3.29,1,16,-76.86135,39.6029,217.8,20230528,13:48:48,0.02,-0.04,-0.01,298
1048,,,,,,,,,,,,992.18,0,35.5,0,3.29,1,16,-76.86135,39.60289,217.78,20230528,13:48:49,0.06,0.05,-0.01,298
1049,,,,,,,,,,,,992.08,0,35.5,0,3.29,1,16,-76.86135,39.60289,217.79,20230528,13:48:50,0.05,0.05,-0.01,298
1050,,,,,,,,,,,,992.09,0,35.4,0,3.29,1,16,-76.86135,39.60289,217.72,20230528,13:48:51,0.02,-0.05,-0.01,298
1051,,,,,,,,,,,,992.03,0,35.5,0,3.29,1,16,-76.86135,39.60289,217.62,20230528,13:48:52,0.03,-0.03,-0.01,298
1052,,,,,,,,,,,,991.84,-0.01,35.5,0,3.29,1,16,-76.86135,39.60289,217.5,20230528,13:48:53,0.04,-0.02,-0.01,298
1053,,,,,,,,,,,,992.07,0,35.5,0,3.29,1,16,-76.86135,39.60289,217.38,20230528,13:48:54,0.02,-0.04,-0.01,298
1054,,,,,,,,,,,,992.25,0.01,35.5,0,3.29,1,16,-76.86135,39.60289,217.34,20230528,13:48:55,0,0.03,-0.01,298
1055,,,,,,,,,,,,991.97,0,35.5,0,3.29,1,16,-76.86135,39.60289,217.3,20230528,13:48:56,0.01,0.04,-0.01,298
1056,,,,,,,,,,,,992.26,0.01,35.5,0,3.29,1,16,-76.86135,39.60289,217.29,20230528,13:48:57,0.02,-0.03,-0.01,298
1057,,,,,,,,,,,,991.96,0,35.5,0,3.29,1,16,-76.86135,39.6029,217.18,20230528,13:48:58,0.01,-0.03,-0.01,298
1058,,,,,,,,,,,,991.96,0,35.5,0,3.29,1,16,-76.86135,39.6029,217.02,20230528,13:48:59,0.06,-0.04,-0.01,298
1059,,,,,,,,,,,,992.09,0,35.5,0,3.29,1,16,-76.86135,39.6029,216.87,20230528,13:49:00,0.01,-0.03,-0.01,298
1060,,,,,,,,,,,,992.21,0,35.5,0,3.29,1,16,-76.86135,39.6029,216.73,20230528,13:49:01,0.01,-0.09,-0.01,298
1061,,,,,,,,,,,,992.15,0,35.5,0,3.29,1,16,-76.86135,39.6029,216.74,20230528,13:49:02,0.02,-0.06,-0.01,298
1062,,,,,,,,,,,,992.07,0,35.5,0,3.29,1,16,-76.86135,39.6029,216.72,20230528,13:49:03,0.03,-0.02,-0.01,298
1063,,,,,,,,,,,,991.94,0,35.5,0,3.29,1,16,-76.86135,39.6029,216.67,20230528,13:49:04,0.04,0.01,-0.01,298
1064,,,,,,,,,,,,991.96,0,35.5,0,3.29,1,16,-76.86135,39.6029,216.61,20230528,13:49:05,0.01,-0.02,-0.01,298
1065,,,,,,,,,,,,991.93,0,35.5,0,3.29,1,16,-76.86135,39.6029,216.52,20230528,13:49:06,0.01,0.05,-0.01,298
1066,,,,,,,,,,,,992.1,0,35.5,0,3.29,1,16,-76.86135,39.60289,216.49,20230528,13:49:07,0.03,0,-0.01,298
1067,,,,,,,,,,,,992.03,0,35.5,0,3.29,1,16,-76.86135,39.60289,216.44,20230528,13:49:08,0.03,-0.07,-0.01,298
1068,,,,,,,,,,,,992.19,0,35.5,0,3.29,1,16,-76.86135,39.60289,216.31,20230528,13:49:09,0.04,-0.04,-0.01,298
1069,,,,,,,,,,,,991.86,-0.01,35.5,0,3.29,1,16,-76.86135,39.60289,216.21,20230528,13:49:10,0.01,0.02,-0.01,298
1070,,,,,,,,,,,,992,0,35.5,0,3.29,1,16,-76.86135,39.60289,216.22,20230528,13:49:11,0.03,0,-0.01,298
1071,,,,,,,,,,,,992.3,0.01,35.5,0,3.31,1,16,-76.86135,39.60289,216.18,20230528,13:49:12,0.02,0,-0.01,298
1072,,,,,,,,,,,,991.94,0,35.5,0,3.31,1,16,-76.86135,39.60289,216.15,20230528,13:49:13,0.03,-0.08,-0.01,298
1073,,,,,,,,,,,,992.22,0,35.5,0,3.31,1,16,-76.86135,39.60289,216.18,20230528,13:49:14,0.03,0.01,-0.01,298
1074,,,,,,,,,,,,992.32,0.01,35.5,0,3.31,1,16,-76.86135,39.60289,216.17,20230528,13:49:15,0,0.01,-0.01,298
1075,,,,,,,,,,,,992.1,0,35.5,0,3.31,1,16,-76.86135,39.60289,216.04,20230528,13:49:16,0.05,0,-0.01,298
1076,,,,,,,,,,,,992.07,0,35.5,0,3.31,1,16,-76.86135,39.60289,216.02,20230528,13:49:17,0.04,-0.04,-0.01,298
1077,,,,,,,,,,,,992.06,0,35.5,0,3.31,1,16,-76.86135,39.60289,215.93,20230528,13:49:18,0.02,-0.05,-0.01,298
1078,,,,,,,,,,,,992.25,0.01,35.5,0,3.31,1,16,-76.86135,39.60289,215.83,20230528,13:49:19,0.03,-0.02,-0.01,298
1079,,,,,,,,,,,,992.15,0,35.5,0,3.31,1,16,-76.86135,39.60289,215.8,20230528,13:49:20,0.04,-0.05,-0.01,298
1080,,,,,,,,,,,,992.11,0,35.5,0,3.31,1,16,-76.86135,39.60289,215.77,20230528,13:49:21,0.01,-0.06,-0.01,298
1081,,,,,,,,,,,,991.96,0,35.5,0,3.29,1,16,-76.86135,39.60289,215.63,20230528,13:49:22,0.03,-0.06,-0.02,298
1082,,,,,,,,,,,,992.08,0,35.6,0,3.29,1,16,-76.86135,39.60289,215.62,20230528,13:49:23,0.01,0,-0.02,298
1083,,,,,,,,,,,,991.86,-0.01,35.5,0,3.29,1,16,-76.86135,39.60289,215.59,20230528,13:49:24,0.03,-0.01,-0.02,298
1084,,,,,,,,,,,,991.92,0,35.5,0,3.29,1,16,-76.86135,39.60289,215.57,20230528,13:49:25,0.02,0.04,-0.01,298
1085,,,,,,,,,,,,992.06,0,35.5,0,3.29,1,16,-76.86135,39.60289,215.58,20230528,13:49:26,0.06,0.14,-0.01,298
1086,,,,,,,,,,,,991.94,0,35.5,0,3.29,1,16,-76.86135,39.60289,215.54,20230528,13:49:27,0.02,0,-0.01,298
1087,,,,,,,,,,,,992.16,0,35.5,0,3.29,1,16,-76.86135,39.60289,215.52,20230528,13:49:28,0.05,-0.02,-0.01,298
1088,,,,,,,,,,,,992.05,0,35.5,0,3.29,1,16,-76.86135,39.60289,215.46,20230528,13:49:29,0,-0.02,-0.01,298
1089,,,,,,,,,,,,992.18,0,35.5,0,3.29,1,16,-76.86135,39.60289,215.43,20230528,13:49:30,0,0.05,-0.01,298
1090,,,,,,,,,,,,991.99,0,35.6,0,3.29,1,16,-76.86135,39.60289,215.45,20230528,13:49:31,0.02,0,-0.01,298
1091,,,,,,,,,,,,992.28,0.01,35.6,0,3.3,1,16,-76.86135,39.60289,215.45,20230528,13:49:32,0.03,-0.03,-0.01,298
1092,,,,,,,,,,,,992.24,0,35.6,0,3.3,1,16,-76.86135,39.60289,215.3,20230528,13:49:33,0.03,-0.06,-0.01,298
1093,,,,,,,,,,,,992.11,0,35.6,0,3.3,1,16,-76.86135,39.60289,215.19,20230528,13:49:34,0.09,-0.03,-0.01,298
1094,,,,,,,,,,,,992.14,0,35.6,0,3.3,1,16,-76.86135,39.60289,215.06,20230528,13:49:35,0.02,-0.05,-0.01,298
1095,,,,,,,,,,,,992.03,0,35.5,0,3.3,1,16,-76.86135,39.60289,214.98,20230528,13:49:36,0.03,0.05,-0.01,298
1096,,,,,,,,,,,,992.16,0,35.6,0,3.3,1,16,-76.86135,39.60289,214.89,20230528,13:49:37,0.03,-0.03,-0.01,298
1097,,,,,,,,,,,,992.05,0,35.6,0,3.3,1,16,-76.86135,39.60289,214.94,20230528,13:49:38,0.05,-0.02,-0.01,298
1098,,,,,,,,,,,,992.05,0,35.6,0,3.3,1,16,-76.86135,39.60289,214.87,20230528,13:49:39,0.03,-0.05,-0.01,298
1099,,,,,,,,,,,,991.83,-0.01,35.6,0,3.3,1,16,-76.86135,39.6029,214.82,20230528,13:49:40,0.03,0.03,-0.01,298
1100,,,,,,,,,,,,992.13,0,35.6,0,3.3,1,16,-76.86135,39.6029,214.84,20230528,13:49:41,0.01,-0.03,-0.01,298
1101,,,,,,,,,,,,991.98,0,35.6,0,3.31,1,16,-76.86135,39.6029,214.86,20230528,13:49:42,0.01,-0.05,-0.01,298
1102,,,,,,,,,,,,991.99,0,35.6,0,3.31,1,16,-76.86135,39.6029,214.82,20230528,13:49:43,0.03,-0.05,-0.01,298
1103,,,,,,,,,,,,992.21,0,35.6,0,3.31,1,16,-76.86135,39.6029,214.83,20230528,13:49:44,0.02,-0.02,-0.01,298
1104,,,,,,,,,,,,992.03,0,35.6,0,3.31,1,16,-76.86135,39.6029,214.8,20230528,13:49:45,0.02,-0.01,-0.01,298
1105,,,,,,,,,,,,992,0,35.6,0,3.31,1,16,-76.86135,39.6029,214.83,20230528,13:49:46,0.02,0.03,-0.01,298
1106,,,,,,,,,,,,992.07,0,35.6,0,3.31,1,16,-76.86135,39.6029,214.85,20230528,13:49:47,0.02,-0.09,-0.01,298
1107,,,,,,,,,,,,992.16,0,35.6,0,3.31,1,16,-76.86135,39.6029,214.95,20230528,13:49:48,0.03,0,-0.01,298
1108,,,,,,,,,,,,992.16,0,35.6,0,3.31,1,16,-76.86135,39.6029,215,20230528,13:49:49,0.03,-0.01,-0.01,298
1109,,,,,,,,,,,,992.19,0,35.6,0,3.31,1,16,-76.86135,39.6029,215.03,20230528,13:49:50,0.01,0.01,-0.01,298
1110,,,,,,,,,,,,992.2,0,35.6,0,3.31,1,16,-76.86135,39.6029,215.13,20230528,13:49:51,0.03,-0.05,-0.01,298
1111,,,,,,,,,,,,992.1,0,35.6,0,3.3,1,16,-76.86135,39.6029,215.17,20230528,13:49:52,0.03,-0.02,-0.01,298
1112,,,,,,,,,,,,992.24,0,35.6,0,3.3,1,16,-76.86135,39.6029,215.34,20230528,13:49:53,0.02,0.05,-0.01,298
1113,,,,,,,,,,,,992.09,0,35.6,0,3.3,1,16,-76.86135,39.6029,215.39,20230528,13:49:54,0.04,0.01,-0.01,298
1114,,,,,,,,,,,,992.14,0,35.6,0,3.3,1,16,-76.86135,39.6029,215.48,20230528,13:49:55,0.03,0,-0.01,298
1115,,,,,,,,,,,,992.15,0,35.6,0,3.3,1,16,-76.86135,39.6029,215.53,20230528,13:49:56,0.03,-0.03,-0.01,298
1116,,,,,,,,,,,,992.17,0,35.6,0,3.3,1,16,-76.86135,39.6029,215.63,20230528,13:49:57,0.02,0.01,-0.01,298
1117,,,,,,,,,,,,992.08,0,35.6,0,3.3,1,16,-76.86135,39.6029,215.79,20230528,13:49:58,0.04,0.06,-0.01,298
1118,,,,,,,,,,,,992.17,0,35.6,0,3.3,1,16,-76.86135,39.6029,215.9,20230528,13:49:59,0.03,0,-0.01,298
1119,,,,,,,,,,,,992.12,0,35.6,0,3.3,1,16,-76.86135,39.6029,216.02,20230528,13:50:00,0.01,0.07,-0.01,298
1120,,,,,,,,,,,,992.06,0,35.7,0,3.3,1,16,-76.86135,39.6029,216.14,20230528,13:50:01,0.03,-0.03,-0.01,298
1121,,,,,,,,,,,,992.1,0,35.6,0,3.3,1,16,-76.86135,39.6029,216.27,20230528,13:50:02,0.03,-0.02,-0.01,298
1122,,,,,,,,,,,,991.94,0,35.7,0,3.3,1,16,-76.86135,39.6029,216.37,20230528,13:50:03,0.04,-0.01,-0.01,298
1123,,,,,,,,,,,,992.12,0,35.6,0,3.3,1,16,-76.86135,39.6029,216.46,20230528,13:50:04,0.02,-0.03,-0.01,298
1124,,,,,,,,,,,,992.14,0,35.6,0,3.3,1,16,-76.86135,39.6029,216.53,20230528,13:50:05,0.02,0,-0.01,298
1125,,,,,,,,,,,,991.96,0,35.7,0,3.3,1,16,-76.86135,39.6029,216.6,20230528,13:50:06,0.04,0.02,-0.01,298
1126,,,,,,,,,,,,992.06,0,35.7,0,3.3,1,16,-76.86135,39.6029,216.69,20230528,13:50:07,0.06,0.09,0,298
1127,,,,,,,,,,,,992.1,0,35.6,0,3.3,1,16,-76.86135,39.6029,216.81,20230528,13:50:08,0.02,-0.04,0,298
1128,,,,,,,,,,,,991.93,0,35.7,0,3.3,1,16,-76.86135,39.6029,216.87,20230528,13:50:09,0.01,-0.05,-0.01,298
1129,,,,,,,,,,,,992.02,0,35.7,0,3.3,1,16,-76.86135,39.6029,216.92,20230528,13:50:10,0.02,0.02,-0.01,298
1130,,,,,,,,,,,,992,0,35.7,0,3.3,1,16,-76.86135,39.6029,217.03,20230528,13:50:11,0.03,-0.01,-0.01,298
1131,,,,,,,,,,,,992.13,0,35.6,0,3.3,1,16,-76.86135,39.6029,217.11,20230528,13:50:12,0.02,-0.05,-0.01,298
1132,,,,,,,,,,,,992.04,0,35.7,0,3.3,1,16,-76.86135,39.6029,217.17,20230528,13:50:13,0.02,0.01,-0.01,298
1133,,,,,,,,,,,,992.19,0,35.7,0,3.3,1,16,-76.86135,39.6029,217.27,20230528,13:50:14,0.01,-0.01,-0.01,298
1134,,,,,,,,,,,,992.25,0,35.7,0,3.3,1,16,-76.86135,39.6029,217.38,20230528,13:50:15,0.01,0.01,-0.01,298
1135,,,,,,,,,,,,992.07,0,35.7,0,3.3,1,16,-76.86135,39.6029,217.43,20230528,13:50:16,0.03,0,-0.01,298
1136,,,,,,,,,,,,992.22,0,35.6,0,3.3,1,16,-76.86134,39.6029,217.48,20230528,13:50:17,0.02,0.05,0,298
1137,,,,,,,,,,,,992.17,0,35.7,0,3.3,1,16,-76.86134,39.6029,217.5,20230528,13:50:18,0.04,-0.04,-0.01,298
1138,,,,,,,,,,,,991.99,0,35.7,0,3.3,1,16,-76.86134,39.6029,217.55,20230528,13:50:19,0.04,-0.02,-0.01,298
1139,,,,,,,,,,,,992.16,0,35.7,0,3.3,1,16,-76.86134,39.6029,217.55,20230528,13:50:20,0.02,0.02,0,298
1140,,,,,,,,,,,,992.15,0,35.7,0,3.3,1,16,-76.86134,39.6029,217.68,20230528,13:50:21,0.04,-0.03,-0.01,298
1141,,,,,,,,,,,,992.15,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.74,20230528,13:50:22,0.03,-0.01,-0.01,298
1142,,,,,,,,,,,,992.36,0.01,35.7,0,3.31,1,16,-76.86134,39.6029,217.71,20230528,13:50:23,0.03,-0.01,-0.01,298
1143,,,,,,,,,,,,992.17,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.7,20230528,13:50:24,0.02,-0.01,-0.01,298
1144,,,,,,,,,,,,992.23,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.74,20230528,13:50:25,0,-0.04,-0.01,298
1145,,,,,,,,,,,,992.23,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.8,20230528,13:50:26,0.04,0.02,-0.01,298
1146,,,,,,,,,,,,992.23,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.77,20230528,13:50:27,0.02,0,-0.01,298
1147,,,,,,,,,,,,992.07,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.81,20230528,13:50:28,0.01,-0.07,-0.01,298
1148,,,,,,,,,,,,992.06,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.82,20230528,13:50:29,0.02,-0.06,-0.01,298
1149,,,,,,,,,,,,992.2,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.82,20230528,13:50:30,0.05,0,-0.01,298
1150,,,,,,,,,,,,992.12,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.81,20230528,13:50:31,0.04,-0.07,-0.01,298
1151,,,,,,,,,,,,992.15,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.76,20230528,13:50:32,0.03,-0.03,-0.01,298
1152,,,,,,,,,,,,992.16,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.65,20230528,13:50:33,0.02,-0.05,-0.01,298
1153,,,,,,,,,,,,992.06,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.59,20230528,13:50:34,0.03,-0.01,-0.01,298
1154,,,,,,,,,,,,992.23,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.48,20230528,13:50:35,0.05,0,-0.01,298
1155,,,,,,,,,,,,991.87,-0.01,35.7,0,3.31,1,16,-76.86134,39.6029,217.39,20230528,13:50:36,0,-0.05,-0.01,298
1156,,,,,,,,,,,,992.18,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.28,20230528,13:50:37,0.03,0.03,-0.01,298
1157,,,,,,,,,,,,992.3,0.01,35.8,0,3.31,1,16,-76.86134,39.6029,217.26,20230528,13:50:38,0.02,-0.03,-0.01,298
1158,,,,,,,,,,,,992.27,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.26,20230528,13:50:39,0.01,-0.07,-0.01,298
1159,,,,,,,,,,,,992.2,0,35.8,0,3.31,1,16,-76.86134,39.6029,217.11,20230528,13:50:40,0.02,-0.03,-0.01,298
1160,,,,,,,,,,,,992.05,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.07,20230528,13:50:41,0.05,-0.04,-0.01,298
1161,,,,,,,,,,,,992,0,35.7,0,3.31,1,16,-76.86134,39.6029,217.03,20230528,13:50:42,0.06,-0.02,-0.01,298
1162,,,,,,,,,,,,991.98,0,35.7,0,3.31,1,16,-76.86134,39.6029,216.99,20230528,13:50:43,0.05,-0.05,-0.02,298
1163,,,,,,,,,,,,992.23,0,35.8,0,3.31,1,16,-76.86134,39.6029,216.92,20230528,13:50:44,0.03,-0.04,-0.02,298
1164,,,,,,,,,,,,992.06,0,35.8,0,3.31,1,16,-76.86134,39.6029,216.91,20230528,13:50:45,0,0.02,-0.01,298
1165,,,,,,,,,,,,992.16,0,35.8,0,3.31,1,16,-76.86134,39.6029,216.88,20230528,13:50:46,0.02,0.01,-0.01,298
1166,,,,,,,,,,,,991.97,0,35.8,0,3.31,1,16,-76.86134,39.6029,216.92,20230528,13:50:47,0.04,0.07,-0.01,298
1167,,,,,,,,,,,,992.16,0,35.8,0,3.31,1,16,-76.86134,39.6029,216.94,20230528,13:50:48,0.03,-0.06,-0.01,298
1168,,,,,,,,,,,,991.89,-0.01,35.8,0,3.31,1,16,-76.86134,39.6029,216.94,20230528,13:50:49,0.02,-0.05,-0.01,298
1169,,,,,,,,,,,,992.13,0,35.8,0,3.31,1,16,-76.86134,39.6029,216.89,20230528,13:50:50,0.02,-0.02,-0.01,298
1170,,,,,,,,,,,,991.92,-0.01,35.8,0,3.31,1,16,-76.86134,39.6029,216.91,20230528,13:50:51,0.02,-0.06,-0.02,298
1171,,,,,,,,,,,,992.18,0,35.8,0,3.31,1,16,-76.86134,39.6029,216.99,20230528,13:50:52,0.01,-0.03,-0.02,298
1172,,,,,,,,,,,,992.25,0,35.8,0,3.31,1,16,-76.86134,39.6029,217.06,20230528,13:50:53,0.05,-0.01,-0.02,298
1173,,,,,,,,,,,,991.98,0,35.8,0,3.31,1,16,-76.86134,39.6029,217.17,20230528,13:50:54,0.01,-0.05,-0.02,298
1174,,,,,,,,,,,,992.17,0,35.8,0,3.31,1,16,-76.86134,39.6029,217.05,20230528,13:50:55,0.05,-0.09,-0.02,298
1175,,,,,,,,,,,,992.08,0,35.8,0,3.31,1,16,-76.86134,39.6029,217.09,20230528,13:50:56,0.05,-0.03,-0.02,298
